"peopleNumber","cinema","address","tele","lng","lat"
35314.00,"中艺国际影城","商业大街56号四楼（久寿河对面）","0411-83115111",116.25,40.00
35251.00,"惠影数字影城(火车站店)","站前街火车站广场","0536-2911688",106.66,29.01
35224.00,"宜兴影城","宜城街道大众路14号","0510-879036520510-87902129",119.81,31.36
35194.00,"岳阳富安国际影城(岳阳县店)","荣家湾富安国际广场3楼","0730-7181666",113.11,29.13
35114.00,"洛阳中影数字国际影城","杜甫大道与商都西路交汇处西南角上海国际商贸城E3区一楼","0379-69653777",112.45,34.61
35097.00,"完美世界影城(官窑店)","官窑起凤西路官窑购物广场2楼","0757-85809175",113.39,22.55
35085.00,"天津天影龙云国际影城","大沽路669号（利民道与大沽南路交口龙云大厦3楼）","022-28258841",117.22,39.09
35005.00,"文化中心电影院(电力城店)","龙青路电力城内","0851-33681678",119.55,36.91
34956.00,"国宾菁英电影院","月坛南街24号（近万方商场）","010-68583455",111.34,30.74
34846.00,"华夏国际影城(金宁乐活城店)","长江路1号金宁广场2幢金宁乐活城7楼","025-57580011",118.05,36.84
34819.00,"太康万里奥斯卡国际影城","交通路2号万里新万悦购物广场6楼（万里车站隔壁）","0394-6633777",114.86,34.06
34819.00,"联星时代影城","杨林职教园区汇尔佳商业中心4楼","0871-67985554",121.20,31.18
34754.00,"吕梁美莱登国际影城","崇文街沃尔玛商场三楼","0358-7879888",111.78,37.15
34708.00,"星美国际影城(松江店)","环城路515-555号LOMO玩库3楼（近松东路）","021-37770608",121.48,31.39
34706.00,"瑞湖数字影城","水东镇人民路3号","0668-5331188",116.13,25.32
34666.00,"兰考奥斯卡影城(兰考店)","建设路宝岛娱乐城6楼","0371-26265678",114.80,34.83
34611.00,"武义子高国际影城","解放中街宏马时代广场副楼3-4楼（KFC旁电梯直达三楼）","0579-87682333",119.81,28.89
34575.00,"花都1958影院","新华路30号（近花都大酒店）（原花都数字电影城）","020-86832440",113.21,23.37
34560.00,"西雅图电影城","西大街48号银泰中环广场7楼","029-87216226",114.43,38.02
34525.00,"时代电影城(庐陵商业大世界店)","庐陵商业大世界4号楼","0796-86420080796-86420060796-8642007",114.90,27.04
34519.00,"银河影城","中山大道2号中山广场","0722-6505333",114.12,27.69
34499.00,"喀什地区奥都影城","人民西路新世界百货九层","0998-2910116",75.97,39.46
34474.00,"华纳影城","临浦镇萧山建材商贸城25幢4楼","0571-82470888",120.24,30.05
34382.00,"华纳影城","庆丰街鑫宏泰百货4楼",,120.24,30.05
34280.00,"华彩国际影城","丽景路1号莱福城中心商业区B栋3楼","025-58226677",116.46,40.01
34216.00,"阜新京都金字塔电影城(阜蒙县店)","文化路京都国际广场6楼6005号","0418-8225888",121.67,42.02
34201.00,"奥斯卡国际影城(鄢陵店)","西大街与北大街交叉口西北侧（鼓楼广场五楼）","0374-8079090",113.49,33.84
34195.00,"乐业影城","壶镇大桥乐业广场3楼","0578-3559111",106.55,24.77
34183.00,"咸宁雅图银兴影城(咸安店)","鱼水路233号丽景新天地3楼","0715-8909337",114.32,29.84
34178.00,"德州华彩夏津影城","银山路与泰和街交汇处德百广场二号门四楼","0534-3311000",116.35,37.43
34128.00,"中影国际影城","文化路家和美商城五楼","024-79680235024-79680236",116.28,39.88
34110.00,"中影UL城市影院(横岗店)","横岗街道松柏路松柏天虹四楼","0755-86066956",113.95,22.58
34082.00,"九江中影恒业国际影城","沿湖路胜发国际广场三楼","0792-5078799",116.18,29.25
33985.00,"正佳影院","光明新区公明街道振明路文化馆C座一层（体育中心斜对面，上岛咖啡、波客派附近）","0755-23199399",113.68,22.82
33962.00,"辛集新视界影院","辛集文化长廊南门路西（原影乐园）","0311-83227333",115.21,37.92
33942.00,"米高梅影城(张家港店)","锦丰镇锦店路锦都中央广场6幢201、202","0512-56956188",120.63,31.96
33918.00,"完美世界影城(德润店)","延安路143号德润家广场2层","0714-6500881",106.72,26.57
33903.00,"嘉兴龙人印象电影城","崇福镇崇民大道1068号","0573-88560333",120.42,30.52
33878.00,"大世界电影城(叙永店)","永宁新区鱼凫古街4号楼3楼","0830-6888686",105.44,28.16
33845.00,"艺佳映画电影城","银川东路1号内59号（鲁信长春花园西侧）","0532-660655170532-66065518",120.43,36.09
33787.00,"海滨影剧院(沈家门店)","沈家门新街138号","0580-3013067",110.42,21.20
33744.00,"苏州中影巨星大南影城","大南水街B10栋","0512-58511678",120.58,31.93
33714.00,"百花影城","广汕路正好大厦4楼","0752-8686318",104.04,30.65
33704.00,"临沂圣大影城","华城超市五楼","0539-7199566",118.64,34.91
33686.00,"保利万和影城(巫山店)","广东东路313号电影院4楼","023-57535566",109.56,31.39
33642.00,"永嘉国大影院","上塘镇广场路国大大厦二楼","0577-67208885",120.68,28.14
33510.00,"青岛中国电影院","中山路97号","0532-82860168",120.31,36.06
33387.00,"长治万象缤纷城巨幕影院","长治至潞城快速路北段西侧汽车大世界创意文化园（乘坐902公交到羌城站下车即可）","0355-88885200355-6666520",113.11,36.19
33373.00,"霍邱华夏国际影城","城关镇东湖路尚品文化广场（原供销大厦）","0564-6022788",116.27,32.33
33342.00,"时代影城(卜蜂店)","潮汕公路卜蜂莲花三楼欣荣美食广场旁","0768-5888089",113.67,36.56
33317.00,"华易揭东电影城(站前大街店)","站前大街人民广场会展中心西附楼一楼（揭东图书馆隔壁）","0663-3834188",116.42,23.57
33293.00,"长江3D影城","集贤南路156号〔原长江电影院〕","0556-5333877",104.53,28.69
33260.00,"时代影城(宁海店)","跃龙街道世贸中心1号楼5楼","0574-65552333",121.43,29.48
33223.00,"前山电影院","前山路76号4楼","0756-8608018",122.16,29.96
33215.00,"蒙山广电影城","城南新区C地块2号","0774-6285080",110.52,24.18
33208.00,"太平洋电影院线(仪陇影城)","新政镇琳琅大道二段1号","0817-7888999",106.29,31.26
33185.00,"大都汇国际影城","千里山东街大悦城3楼（人民公园南门）","0473-2797777",118.01,37.37
33160.00,"西平奥斯卡国际影城","华港水城顶品百货四楼","0396-6123111",114.25,33.25
33087.00,"宣威影城","文化路1号","18987432497",104.10,26.22
33039.00,"千岛湖金字塔影城","新安北路41号四楼","0571-65087798",119.04,29.60
32995.00,"奥斯卡国际影城(淮滨店)","北岗洪河路与朝阳路交叉奥斯卡影城四楼","0376-7773399",115.03,32.13
32987.00,"吕梁中影星美汾阳新鑫国际影城","鼓楼南路与西府街交叉口南大街（三皇庙旁）","0358-3322444",111.14,37.51
32923.00,"未来影院","迎宾南路100号尚城购物中心四楼","0515-83085000",116.37,39.84
32839.00,"瀚海国际影城","丁卯桥路施工期间正常营业，请从纬三路往北拐上经五路绕行","0511-888837770511-88877877",121.52,38.87
32818.00,"瑞莱克斯影城(调兵山店)","调兵山大街惠安小区南走50米路西","024-76888558",123.54,42.44
32802.00,"中影·华夏兄弟国际影城(扶风店)","新区北一路西府鼎盛二楼","0917-5230000",107.90,34.38
32748.00,"金滩星空影城","南长城路2号金滩购物中心一楼","0856-8066777",115.31,36.35
32710.00,"影天下国际电影城(万科水晶城店)","陈村镇万科水晶城生活广场二楼（佛桥酒楼左转登洲大道直入约200米右边）","0757-29291166",117.22,39.04
32661.00,"宣城东方卢森堡电影城","宁国宁城中路大洋购物广场3楼","0563-40201110563-4020665",118.98,30.62
32616.00,"萍乡南方世纪电影城","跃进北路116号","0799-21901110799-2190333",113.84,27.63
32608.00,"大地影院(凤泉新玛特店)","区府路109号大商新玛特生活广场3楼","0373-58780190373-5878015",113.86,35.30
32590.00,"太原解放数码影城","解放路149号（解放大楼对面）","0351-3084050",112.56,37.88
32553.00,"揭阳榕江影剧院","进贤门大道11号","0663-8622209",116.35,23.53
32539.00,"星美国际影商城(联合店)","经济开发区沿河路百弘帝景A6栋三楼","0738-8356555",115.41,32.00
32527.00,"星际银河电影城(坪山沙坣店)","沙坣同富裕路9号A栋三楼","0755-28395920",107.43,30.09
32502.00,"韶关中影火星湖电影城","工业西路88号长城世家2楼","0751-8735895",114.06,24.94
32498.00,"宝鸡时代凤凰影城","凤凰西路凤仪国际西侧30米","0917-8552345",107.23,34.36
32468.00,"嘉年华国际影城(北流店)","新天地商业步行街二期三层（保安亭对面第二个电梯三楼）","0775-6216606",110.35,22.69
32454.00,"吉林市人民大剧院(四季影城)","东山街222号吉林市人民大剧院8号门","0432-68556666",126.58,43.82
32376.00,"星美国际影城(无锡站前店)","汉昌西街8-18号（MT酒吧向内50米，原星空影城）","0510-823061610510-82302727",120.30,31.58
32292.00,"宝华国际影城","句容大剧院内（公园道对面）","0511-80978882",119.04,32.14
32275.00,"月浦文化馆影剧院","龙镇路96号","021-56649163",121.42,31.42
32236.00,"深圳德金国际影城(福永镇店)","福永镇和平村桥和路315号（德金财富广场）","0755-29971666",113.78,22.68
32200.00,"伊犁影谷.奥斯卡影城","北京路金茂世界城金茂新天地CBD四楼","0999-8998088",81.27,43.92
32200.00,"星美国际影城(台州黄岩店)","黄岩司厅巷27号（老影城）","0576-848722220576-84874888",121.26,28.64
32190.00,"通江数字电影城","东街城市之星3楼","0827-7396666",107.26,31.77
32094.00,"金都国际影城","陆杨路冰河时代广场1楼","0717-4903456",114.08,22.54
32052.00,"通州区电影院","西海子西塔胡同1号","010-69542229",121.07,32.06
32026.00,"橙天影城(遵义店)","中山路好百领商场二楼","0851-28753222",106.92,27.68
31986.00,"华艺影城(佰汇广场店)","火炬路8号（佰汇广场3楼）","0760-88296655",115.40,37.34
31961.00,"金逸电影城(九江沙头店)","九江镇沙头青平路沙龙名轩广场3楼","0757-86918288",116.00,29.70
31870.00,"星辉国际影城(红旗路店)","红旗路3号","022-88536637",113.65,35.26
31855.00,"鹿寨文轩影城","飞鹿大道1号","0772-20850080772-2085009",109.76,24.48
31854.00,"阜阳中颍时代影城(解放中路店)","解放中路易购大卖场2楼","0558-4419555",115.81,32.89
31842.00,"银川三鑫·亚龙湾影城","纬二路与黄河文化商业街交汇处","0951-8075666",106.35,38.56
31785.00,"寰宇国际影城","淮海路供销大厦2-3层（金鹰国际购物中心往西200米)）","0561-3895888",120.77,41.81
31769.00,"大众电影院","八一七北路192号","0591-87533566",111.47,27.23
31732.00,"百线影院(活力大道店)","活力大道中文时代广场","0794-63718280794-6371229",105.79,32.42
31715.00,"新威尼斯国际影城(金州路南方新世纪店)","金州南路79号南方新世纪6楼","0915-3338889",121.98,39.08
31702.00,"漯河豫都影城","南街村前进路旅游公司院内","0395-8853777",113.95,33.80
31660.00,"沂水县华彩国际影城","长安路九州商业大厦四楼","0539-7122777",118.64,35.79
31625.00,"星美国际影城(中南海花园店)","梁庄乡中南海花园西南门","0370-2056699",113.06,23.03
31562.00,"大地影城(来安店)","清流西路38号","0550-5623111",118.43,32.44
31476.00,"乌海金亿国际影城","新华大街通用时代广场4楼","0473-21066660473-2106888",106.82,39.66
31437.00,"中影赤壁电影城","坐标错误","0715-5335668",113.89,29.71
31352.00,"江山蒙太奇影城","东岳路489号四季青商贸城一楼","0570-4073676",118.61,28.71
31335.00,"贵阳星天电影城","新添大道北段55号碧水人家小区内","0851-86843969",106.76,26.62
31292.00,"金字塔国际影城","富康路金宝文化美食街","0555-5103266",118.36,31.72
31184.00,"分水时代电影院","分水镇市达路239号","0571-64397666",119.43,29.92
31181.00,"密云大剧院","鼓楼西大街1号","010-69041575",116.84,40.37
31160.00,"南安菲林巨幕影城","湖中路菲林娱乐城","0595-26535118",118.39,24.95
31155.00,"时代影城","泉秀路永辉超市三楼（金帝花园正对面）","0595-22751166",113.67,36.56
31113.00,"万州三峡影都","孙家书房路71号","023-58686007",108.37,30.81
31079.00,"承德中影火星湖电影城","碧峰门民俗文化街12栋","0314-59822000314-5982299",118.48,40.60
31047.00,"上饶天鸿影城(三江店)","叶挺大道226号2楼（三江客运站,上饶师院）","15216021898",,
31043.00,"肇庆星美国际影城(原时代凤凰)","大旺农场路水岸花城A区商业楼（近大旺公园）","0758-3980168",112.46,23.04
31033.00,"星美盛世电影城(韦郭路店)","韦郭路中段盛世商都E区1层（政法学院新校区对面）","029-85280579",108.91,34.15
31026.00,"黔西南17.5星世界国际影城","长兴路里仁广场","0859-2267878",105.19,25.43
30993.00,"黄山元一新环球氧吧影院","新安大道与阳湖路交汇处元一柏庄9号楼","0559-2588880",118.33,29.71
30967.00,"星美国际影城(新晨店)","新登镇金城路103号永莱利文化广场一楼","13634121217",119.93,31.83
30867.00,"旺苍电影院","商业北街67号","0839-4203507",106.29,32.23
30864.00,"中影阜阳大戏院影城","颍州北路87号阜阳大戏院","0558-2265808",115.82,32.90
30837.00,"邯郸华文影城","滏东大街与雪驰路交叉口东北角","0310-7979679",114.51,36.59
30808.00,"海洲国际影城","威远镇迎宾大道22号海州国际广场G3号二层","0972-8388887",122.63,40.90
30803.00,"洪泽湖影视城","世纪广场东南角","0517-87209588",118.87,33.28
30754.00,"苎萝影城","人民南路77号（南门菜场旁）","0575-87038038",120.26,30.04
30736.00,"中影星河影城(彭泽县)","龙兴路467号鹿鸣公园旁","1.5779839375e+21",116.54,29.89
30689.00,"临沂大学红色影院","双岭路临沂大学红色馆2楼（图书馆东100米路北）","0539-8766988",118.29,35.11
30673.00,"亚新国际影城(竹溪店)","城关镇人民路146号4层（新合作购物广场4楼）","0719-2721799",109.71,32.31
30667.00,"家乐国际影城","新区转盘时代广场五楼","0912-4212999",114.15,22.79
30662.00,"新视界兴隆影院","城关镇兴隆路160号","0931-5607348",117.50,40.41
30661.00,"百花金奖影城","百花二路百花文化中心首层","0755-833872880755-83387388",104.04,30.65
30660.00,"群众电影院","南营子大街12号，文化大厦负一层","0314-2076811",125.60,48.13
30658.00,"呼伦贝尔17.5影院(中央店)","扎赉诺尔中央街中央商城4层","0470-6525175",117.69,49.46
30640.00,"维多利亚影城(楚江镇店)","楚江镇零阳路丰采财富广场B栋二楼","0736-530028814773689418",103.19,32.17
30638.00,"金逸国际影城(碣阳大街店)","碣阳大街北侧民生路东（民生广场商业楼二楼）","0335-2661222",119.15,39.71
30558.00,"济南明水电影城","明水汇泉路59号","0531-83212894",117.53,36.71
30550.00,"新视界尚文坊影城","尚文坊文化街E区15号","0943-2828222",112.55,37.84
30502.00,"奥斯卡影城(火车站店)","火车站义乌小商品城4楼","0395-3322959",106.66,29.01
30499.00,"美嘉欢乐影城","兴隆街人民广场（政府）",,116.45,39.93
30489.00,"人民剧院","人民路559号","0556-5573465",114.03,32.97
30488.00,"荆门星美国际影城(沙洋店)","荷花南路1号金水湾步行街","0724-8517555",112.19,31.03
30483.00,"天鸿影城(上饶县店)","惟义路69号三楼","0793-8787608",117.95,28.42
30464.00,"凯伦影院","楚门镇通达西路12号鼎盛大厦4楼","0576-81717555",117.25,39.18
30437.00,"新天地影院","向阳路新天地商厦5楼","0454-2675555",100.58,38.53
30433.00,"鲁信影城(临沭店)","临沭步行街，中山北路与商业步行街交汇处东南角（银座对过）","0539-6336339",118.32,35.06
30409.00,"中影梧桐墅国际影城(灵川店)","龙头岭银渠路梧桐墅华联购物广场二层","0773-3362909",110.31,25.39
30369.00,"星天地国际影城","双港东大街55号财购广场5楼","0791-83822201",119.19,36.70
30318.00,"大时代电影城","永阳大道48号（中百仓储隔壁）","0722-6386288",117.95,32.06
30316.00,"双鸭山百盟国际影城","百盟城市广场四楼","0469-6135000",132.19,46.33
30283.00,"遵化市金缘影城(遵化店)","文化北路金缘购物中心四楼","0315-80381180315-8038099",117.96,40.19
30256.00,"大时代影城","大时代广场四楼","400-045-5004",117.95,32.06
30246.00,"长沙星鑫国际影城(泉塘店)","小塘路丰润超市二楼（靠近紫云阁小区、星城国际、华天大酒店）","0731-88596699",113.62,28.15
30235.00,"天河国际影城","织里镇大港路1388号（金鼎国际小区正大门）","0572-3236222",113.33,23.13
30235.00,"潇湘国际影城(浏阳店)","金沙中路104号苏宁电器三楼","0731-83332996",113.62,28.13
30196.00,"水牛城影城","章华中路9号","0728-6292678",113.49,27.01
30168.00,"太康环球国际影城","建设路中段万鹤赉院内北门二楼","0394-8767789",114.86,34.06
30154.00,"修文逸都国际影城","文成逸都c区6栋1号","0851-88551122",106.60,26.84
30102.00,"武义武川华夏影城","西溪路金星商厦三楼（麒麟阁楼上）","0579-87781222",119.81,28.89
30010.00,"龙辉时代影城(百花路店)","百花路金泰广场B幢银辉百货五楼（上海花园小区对面）","0559-651858518805660625",104.04,30.65
29895.00,"大竹电影城","煌歌广场东30米大道I区4楼（老凤祥银楼旁）","0818-6663666",107.20,30.73
29892.00,"华夏艺术中心数码影院","华侨城光侨街1号","0755-26602342",113.98,22.53
29875.00,"唐山影大国际影城","新人民医院西行300米路北","0315-60800990315-6090099",117.95,40.17
29844.00,"雅安星美港鑫影城","人民路东二段中西医院西侧",,103.01,29.98
29799.00,"南京银浩影城","柳州南路3号大华家乐福4楼","025-58105066",118.72,32.11
29749.00,"艾米·1895电影街","工体北路13号世茂工三3楼，艾米·1895电影街（三里屯商圈）","010-6416092215210267622",105.82,32.45
29679.00,"张家口元天(星美)影城","南大街源万汇源三楼","0313-3383333",114.88,40.82
29625.00,"宜宾竹海影城(4K巨幕店)","安宁路1段175号华琳商场内","0831-5567555",104.92,28.57
29611.00,"桂林冷杉欢腾影城","中心路4号","0773-4831666",111.07,25.92
29547.00,"金逸珠江国际影城(远安店)","鸣凤大道盛世中央三楼","13972006760",111.64,31.06
29541.00,"中环时代国际影城","解放路西段世纪鑫媛购物广场三层中环时代国际影城","0357-4941111",119.16,34.59
29514.00,"合肥万欢影院","临泉路与通达路交叉口向北100米万欢购物广场一楼","0551-67698080",117.36,31.87
29500.00,"湄潭太阳国际影城","丝栗路太阳城","0851-24232567",107.48,27.76
29432.00,"万海艺术影城","行政中心区和谐西路市文化艺术中心","0770-2223066",116.26,32.75
29422.00,"环球影城","上海路409号（新苏国际购物中心7楼）原新苏国际影城","0515-87225333",121.36,28.38
29407.00,"畅达影城(武烈路店)","武烈路3号承德大剧院","0314-2031305",110.84,23.44
29356.00,"七台河中影银河国际影城","山湖路32号（东北亚广场六楼，新玛特隔壁）","0464-86180000464-8358000",131.00,45.77
29310.00,"海东深影橙天影城","威远镇七彩星河湾五楼","0972-8325006",101.96,36.83
29263.00,"美邦影院","水口镇大福区假日酒店旁（近皇冠KTV）","0750-2735333",110.42,19.81
29240.00,"亚新国际影城(房县店)","房陵西大道唐城24号楼4层（新合作超市楼上）","0719-3211318",109.71,32.31
29141.00,"诏安电影城","中山公园门口对面","0596-3321111",117.18,23.70
29126.00,"米高梅国际影城(黄埠店)","黄埠镇巴顿购物广场三楼","0752-8650538",107.01,25.29
29111.00,"国展影城","城中路国展大厦（即旧电影院对面）","0775-65526660775-6557666",116.55,40.07
29063.00,"时光影城(昆阳店)","昆明街道办事处永乐大街云磷集团公司后勤综合楼1-3层","0871-659195990871-67898928",120.41,36.30
29019.00,"重庆环艺影城","邹容路68号大都会广场6楼","023-63739804023-6373980513308389784",106.57,29.55
28982.00,"昭通北大门影院","临江路云富街道办事处城市规划展览馆楼下（北大门公园旁）","0870-8456333",103.71,27.33
28958.00,"时代华纳影城(德保县店)","国际商业中心6-7栋3楼（华华火锅和迷恋酒吧楼上）","0776-3806306",106.60,23.32
28913.00,"金字塔国际影城(彰武店)","鼎信财富广场B座4层","0418-3698777",122.53,42.38
28827.00,"智新影院(喀左店)","财富领域六层","0421-4918555",119.74,41.12
28823.00,"杭州北洲时代凤凰影城(仁和店)","仁和街道仁河大道27号北辰金座2号楼2楼","0571-86391778",120.09,30.44
28805.00,"大世界影城(缙云店)","五云街道旭山路729号（县检察院后面）","0578-3018000",120.07,28.65
28794.00,"盛世国际影城","建昌镇建昌大道盛世购物广场3楼（盛世尊品）","0794-7352222",113.29,23.07
28785.00,"肇庆星汇影城","大同路二座影院3楼","0758-3311128",112.69,23.34
28778.00,"实验电影院","建政路17号","0771-5629325",128.70,45.68
28626.00,"温州中影嘉博影城","三溪工业园康宏东路2号1#生产车间第五层（jnn）","0577-86272788",120.69,27.99
28613.00,"宜昌金逸珠江国际影城(长阳店)","龙舟坪镇黄龙路2号","0717-5328111",111.20,30.46
28592.00,"金棕榈丰源影城(大丰源店)","建设大街与文昌路交叉口南行100米路东（夜时尚音乐广场旁）","0311-83155598",120.13,33.38
28589.00,"宣城幸福蓝海国际影城","中港东路华润苏果广场A幢5楼","0563-7321666",119.19,31.12
28535.00,"宁德柘荣3d影院","柳城西路仙屿公园对面","0593-8386797",119.54,26.66
28529.00,"学府国际影城(宜黄店)","抚北路与学府路交叉口学府路一条街","0794-7645999",116.23,27.55
28486.00,"无锡橙天嘉禾(五洲银河城店)","五洲银河城广场5楼","0510-68799588",120.32,31.59
28476.00,"星烨麻城国际影城(融辉店)","融辉第一城A座3楼（汇丰银行旁边）","0713-2963166",115.03,31.17
28450.00,"成都太平洋影城(金鸡店)","崇州经济开发区创新路一段1号金鸡生活广场10号","028-82228855",103.97,30.72
28448.00,"工人俱乐部电影院","虎坊路口南7号","010-52858226010-52858228",123.76,41.28
28402.00,"金字塔尧年影城","联盛建材城3楼","0792-7570888",117.72,41.98
28323.00,"盛禾·星光大道影城","普新路星光大道C幢2-9号（原橙天影城）","0876-3038666",112.61,26.89
28306.00,"越峰影城","横街27号","0575-86386888",117.41,35.27
28205.00,"峰峰电影院","滏临南大街31号（峰峰文化大厦四楼）","0310-5115511",114.21,36.48
28143.00,"华夏国际影城(江星广场店)","城北路江星广场5号楼三楼","0512-67216366",118.05,36.84
28140.00,"嘉美国际影城","兴隆路全福元四楼","0536-31162220536-3332188",113.62,37.80
28111.00,"德胜国际影城","铜河路南段88号","0833-3485000",126.12,46.87
28103.00,"惠州橙天嘉禾影城(大欣店)","陈江东星路大欣圆梦园万家福超市三楼（陈江汽车站斜对面）","0752-3228700",114.32,22.99
28101.00,"大地中央数字影城(碧桂园商业中心店)","环市中路碧桂园商业中心第三、四层","0766-8881888",113.35,25.12
28092.00,"奥斯卡国际影城(修武店)","丰收路与青龙大道交叉路口博暄天下城4楼","0391-3806800",113.25,35.21
28074.00,"广电影城","资江北路（市广播电视局旁）","0739-7167777",125.31,43.87
28045.00,"灌云县影剧院","人民西路1号（县政府向北100米）","0518-88225566",119.24,34.28
28002.00,"幸福蓝海江海影城(金沙金游城店)","金沙镇金游城北首","0513-86524567",113.07,22.58
27875.00,"九州新世纪影城(九州商厦)","建设东路南侧九州商厦五楼（火车站对面）","0537-33360770537-3336088",103.90,28.95
27844.00,"新影影城(金湖香港城店)","金湖路香港城3楼","0517-86931234",114.15,22.33
27717.00,"乌兰察布星空国际影城","马桥街108号久福商场4楼","18804710398",113.16,40.44
27654.00,"新城国际影院","泰山路18号新里村s07楼（新里城芜湖乐购对面）","0553-5820668",108.95,34.26
27613.00,"九州香江影城","香江购物广场4楼","0359-5288888",116.59,39.50
27592.00,"新道里电影院","站前四马路步行街大富豪鞋城楼上七楼","0434-6166668",126.58,45.73
27583.00,"临汾MRS中影国际影城(霍州店)","北环路122号美华购物中心4F","0357-3496000",111.51,36.08
27576.00,"成都自由时光-维多利影城(阳光城店)","锦绣路176号阳光商业世界（安阳商务酒店二楼）","028-84820378",104.06,30.57
27560.00,"星美国际影城(禄劝财富中心店)","秀屏路财富中心四楼","0871-68942008",102.71,25.04
27509.00,"济宁唐宁国际影城","唐宁街乐MALL四楼","0537-6801234",116.34,35.39
27509.00,"天逸国际影城","金猇路181号（金猇路和猇亭大道交叉口往七里新村方向300m）","0717-6383882",114.00,22.46
27507.00,"荣盛电影城","迎宾路荣盛购物中心4层","0534-4556788",112.47,23.04
27494.00,"人民电影城","南环路时代百货3层","0593-28552380593-2855239",109.51,34.51
27490.00,"锦豪国际影城","新市口锦豪国际大酒店2楼","0511-86261333",105.39,31.22
27440.00,"九州数字影城","城中心柏城大道中段路南","0396-6111166",116.59,39.50
27353.00,"深圳中影UL城市影城(君盛店)","龙平东路（龙岗老街）君盛百货三楼","0755-86650880",113.88,22.56
27343.00,"花都国际影城","莲城街道大转盘水西大道水西大厦4楼","0857-7171688",113.15,23.46
27337.00,"保利万和西彭影城","西彭镇大同街1号","023-65822956",104.03,30.54
27337.00,"新余中影星河国际影城","钤山西路青龙商厦4楼","0790-5819198",114.91,27.81
27329.00,"江之南影城","弹子石群慧路1号","023-62512316",106.59,29.58
27327.00,"星辰9号幻影会","同泽北街9号银都大厦1楼（近北二马路）","024-62110000",120.82,30.93
27282.00,"泰和国际影城","驼山中路青都国际城A座（青都国际大饭店北临）","0536-33226780536-39876540536-3232345400-187-0536",114.90,26.78
27245.00,"金字塔影城(东南大街店)","东南大街海西上城上景阁二楼","0595-27363888",120.46,30.18
27244.00,"广州金逸二沙电影馆(二沙岛电影馆)","二沙岛烟雨路亚洲羽毛球培训中心1楼（星海音乐厅旁）","020-87315644020-85516688",113.30,23.10
27217.00,"新时代影城(角美店)","共和路45号永辉超市5楼","0596-6773889",120.45,36.38
27169.00,"天乐国际影城","日照西路1号惠万家生活广场三楼","0633-6668066",100.42,38.56
27109.00,"新世纪电影城(阳光100店)","海港路26号阳光100B座5楼","0535-62611160535-6631115",114.49,36.61
27065.00,"艾米·1895电影街","德诚城市广场7401室（乐天玛特四楼）","0523-81166389",105.82,32.45
26967.00,"银都国际影城(京山店)","沿河南路28号（中医院旁）","0724-7221555",113.11,31.01
26923.00,"安顺电影城(中华西路店)","中华西路42号","0851-332240000851-33224111",105.93,26.24
26881.00,"东茂影城","洞宾东街北侧东茂广场4层","0359-3028661",118.59,24.70
26845.00,"延安华夏电影院","小东门广场负一层","0911-2137084",109.49,36.59
26815.00,"义乌上溪金象影视城","上溪镇上佛路888号","0579-85797877",119.94,29.28
26756.00,"金色天地影城","钧州大街中段梅园酒店对面（原禹州人民影院旧址）","0374-8266222",120.53,31.28
26749.00,"汕头鮀岛影剧院","新兴路3号","0754-88273049",116.68,23.35
26718.00,"郴州时代凤凰影院","人民西路8号","0735-2266881",113.33,26.07
26669.00,"南充太平洋电影院线(金城影城)","金城镇奎星街33号（万和超市）旁","0817-7896999",106.29,31.26
26654.00,"环球国际影城","兴房大街38号华冠欢乐城四楼","010-61375512",121.36,28.38
26622.00,"荆州中影峰口国际影城","峰口镇伍峰路峰口美食城门口","0716-2886333",113.34,30.08
26588.00,"大唐国际影城","城关镇大唐文化广场3楼（王协大桥北侧）","0379-66017777",120.16,29.69
26585.00,"帝一国际影城","城关镇人民政府招待所院内","0376-7771000",119.79,33.77
26549.00,"鄂尔多斯大剧院","康巴什新区鄂尔多斯大剧院（近恒信大酒店）","0477-22232323",109.78,39.60
26519.00,"义都国际影城","府前广场义都购物中心四层","0358-558199915234858000",115.13,24.16
26501.00,"安县广影环球影城","花荄镇文苑路中段北侧（华西世纪苑）","0816-4499966",104.56,31.53
26471.00,"贵定银海星空影城(影剧院)","城关镇徐家湾环城北路林业局身后","0854-4950898",107.23,26.57
26471.00,"完美世界影城(财富店)","沧江路财富中心二期2楼（华龙家居城旁）","0883-2143388",114.19,36.69
26450.00,"华美盛影城(小河店)","小河华美盛购物广场一楼","0519-82088666",112.73,32.67
26373.00,"东北亚国际影城","和平街道龙江路150号西","0456-6780005",104.71,31.07
26353.00,"金街国际数字影城","甘旗卡镇康园小区西南门南100米","15247597618",114.17,30.50
26348.00,"绥化华辰影城","华辰购物广场4层","0455-6730999",126.48,46.83
26338.00,"好莱坞国际影城","信江路雄鹰商厦三楼","0701-7058888",120.19,30.24
26323.00,"平顶山星美国际影城(金三角店)","中兴路北段金三角五楼","0375-2122888",113.30,33.74
26310.00,"泗安百叶龙电影大世界","长兴泗安镇天星广场内","0572-6082168",119.65,30.89
26280.00,"枣庄中影乐达新城店","高新区光明大道嘉豪时代广场3楼","0632-8677777",117.30,34.80
26270.00,"中影新兴利国际影城","丹灶镇横江丹横路7号新兴利广场","0757-81039288",112.22,22.58
